id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4731523,A Cozy Room for Two in Vibrant Logan Square,2892101,Justine,,Logan Square,41.92286,-87.70154,Private room,56,3,82,12/6/23,0.73,2,41,15,R22000090201
4786970,Large room in Art Gallery ((:,24676863,William,,West Town,41.90992,-87.67521,Private room,119,32,69,11/10/23,0.63,3,333,4,R19000051167
4793938,2BD Suite @ The Guesthouse Hotel,24705990,Rick,,Uptown,41.97106,-87.66777,Hotel room,303,3,90,8/20/23,0.81,8,206,7,2328618
4803582,Coach house Wicker Park- Bucktown,24267774,Barbara,,West Town,41.90596,-87.67569,Entire home/apt,135,32,155,10/9/23,1.41,1,362,18,R17000013739
4840199,3BD Suite with Fireplace @ The Guesthouse Hotel,24705990,Rick,,Uptown,41.97095,-87.66798,Entire home/apt,416,3,32,1/22/24,0.3,8,190,5,2328618
4840753,1BD Suite @ The Guesthouse Hotel,24705990,Rick,,Uptown,41.97106,-87.66777,Private room,226,3,38,3/31/23,0.34,8,185,2,2328618
4852830,Private bedroom in Lincoln Park,597871,Matt,,Lincoln Park,41.91233,-87.65146,Private room,120,2,315,12/30/23,2.85,1,286,29,R17000015165
4872152,"Simple room, close to trains!",21922655,Angelica,,West Town,41.90637,-87.68954,Private room,49,1,258,12/1/23,2.33,1,16,19,R23000105355
4923963,Charming Brownstone Garden Level,23197213,Doral,,Grand Boulevard,41.80944,-87.61664,Entire home/apt,100,32,29,8/27/22,0.29,2,365,0,R17000013470
4930338,Beautiful Brownstone Apt.,23197213,Doral,,Grand Boulevard,41.81214,-87.61328,Entire home/apt,146,32,24,7/17/18,0.22,2,365,0,City registration pending
5074013,Unwind in Style Steps from the Magnificent Mile,10209853,Tatiana & Roupen,,Near North Side,41.89295,-87.62217,Entire home/apt,275,2,356,3/8/24,3.27,2,79,32,R21000071014
5102125,Private BR in Condo close to Chicago Dwtwn!,10613587,Saurin,,West Town,41.89492,-87.65926,Private room,77,1,243,12/17/23,2.55,5,142,33,R21000073001
5117490,The Entire Floor of a Comfortable & Modern Duplex,1407749,Vladimir,,West Town,41.89998,-87.69244,Private room,114,32,191,10/10/23,1.72,1,179,2,R23000096790
5126218,"Rooftop deck, spacious, comfortable",13228002,Martha,,Logan Square,41.92026,-87.67979,Entire home/apt,175,32,6,7/30/23,0.06,1,60,1,R17000014777
5185790,"Unique 6,000 Foot Converted Factory",26819996,Jon,,West Town,41.8911,-87.66947,Entire home/apt,5000,32,0,,,1,365,0,City registration pending
5195252,Room with large private balcony,26874445,Sebastien,,West Town,41.90451,-87.67943,Private room,55,32,177,12/5/22,1.68,2,82,0,R21000064479
5205377,Private room+bath in Wicker Park,26874445,Sebastien,,West Town,41.90434,-87.67967,Private room,55,32,283,2/10/24,2.57,2,210,27,R21000064479
5210927,iKlektik House Chicago / Robin,8813383,Mindy + Tony,,West Town,41.89329,-87.68574,Entire home/apt,91,2,466,3/20/24,4.28,3,181,49,R24000113220
5231461,Modern/Spacious 2BR/2BA West Town,27074701,Charissa,,West Town,41.90168,-87.693,Entire home/apt,170,3,233,3/17/24,2.14,1,297,26,R21000072504
5283285,The Flower Power Room,22215535,Matt,,Lower West Side,41.85707,-87.67082,Private room,,32,155,6/27/18,1.4,3,1,0,City registration pending
5297152,Fresh and Sunny Bed & Bath by UofC,9499059,Bennett,,Hyde Park,41.79755783,-87.59791565,Private room,78,3,219,1/29/24,2,3,65,8,R17000014580
5320006,Casita De Luz,7723412,J,,Near West Side,41.86971,-87.65939,Entire home/apt,90,50,32,1/15/21,0.3,2,149,0,City registration pending
5321981,Inspiring Studio in Art Gallery,24676863,William,,West Town,41.9086,-87.67684,Private room,119,32,55,12/5/23,0.5,3,98,3,City registration pending
5359984,"3 BR condo with great views, free WIFI and parking",4698713,Mark Y Toñi,,West Town,41.89558,-87.66585,Entire home/apt,171,3,120,11/14/23,1.1,1,184,9,R20000058242
5406217,Urban Luxury 1BR/2BA Logan Square Condo w/Garage,28022926,Bryan,,Logan Square,41.92723,-87.70807,Entire home/apt,182,32,231,11/25/23,2.12,1,287,24,R22000077339
5496659,Beige room area South Shore Airbnb,28501460,Delia,,South Shore,41.76477,-87.57182,Private room,20,32,104,3/2/24,0.95,8,248,2,City registration pending
5537682,The Rectory,28715964,David,,Lincoln Park,41.92032,-87.66153,Entire home/apt,217,2,244,2/25/24,2.28,2,189,27,R19000037446
5537683,The Chapel: Great family spot,28715964,David,,Lincoln Park,41.92061,-87.66324,Entire home/apt,203,2,235,3/3/24,2.14,2,208,26,R23000097194
5571262,Sunny Tri Level,12549865,Holly,,West Town,41.89738,-87.67208,Entire home/apt,231,3,140,12/26/23,1.29,1,207,28,R22000094323
5576190,South Shore Bungalow - Rust Red Work Out Room,28501460,Delia,,South Shore,41.76302,-87.57186,Private room,25,32,59,5/28/22,0.55,8,356,0,City registration pending
5576191,South Shore bungalow - Yellow Room,28501460,Delia,,South Shore,41.76257,-87.57225,Private room,30,32,37,7/2/23,0.36,8,355,1,R18000036975
5645139,Vintage Uptown Loft with Queen Bed & Private Bath,13195824,Amy,,Uptown,41.97188,-87.65779,Private room,115,3,200,10/23/23,1.86,1,346,18,R23000104277
5785758,Medical Student Housing,250400,Dan,,South Lawndale,41.85253,-87.69803,Private room,47,5,29,8/20/23,0.28,8,93,3,R18000036296
5804791,Medical School Housing,250400,Dan,,South Lawndale,41.8544,-87.69845,Private room,49,4,27,9/8/23,0.26,8,71,5,R18000036296
5805991,Medical Student Housing,250400,Dan,,South Lawndale,41.85436,-87.69681,Private room,50,32,26,10/23/23,0.28,8,99,4,R18000036296
5807478,"Large Bedroom in Bright, Sunny Apartment",250400,Dan,,South Lawndale,41.85276,-87.69828,Private room,65,5,18,10/10/23,0.19,8,99,2,R18000036296
5807548,Small bedroom in sunny apartment,250400,Dan,,South Lawndale,41.85442,-87.69695,Private room,49,5,27,10/1/23,0.27,8,100,8,R18000036296
5847065,Goose & Fox Hostel Lincoln Park,30356781,Greg,,Lincoln Park,41.91775,-87.65508,Private room,65,2,230,11/12/23,2.12,1,63,34,R17000013070
5850897,"McCormick Place, Downtown Chicago, Museums, & more",22588707,Brandon,,Grand Boulevard,41.81436,-87.61289,Private room,135,2,33,8/4/23,0.31,1,363,3,R21000073179
5851115,Great Place Garfield Park 3 Bedroom,28811949,Seth & Mike,,West Garfield Park,41.87669,-87.72146,Entire home/apt,102,32,496,1/28/24,4.54,1,283,26,R17000013966
5861971,Funky & Cozy Designer Apt/ 4 stops from Downtown,11710780,Robert,,East Garfield Park,41.8867,-87.70783,Entire home/apt,53,3,202,12/29/23,1.89,2,218,29,R21000075462
5874798,Private bedroom/bath/entry in Lakeview,30507677,Dorene,,Lake View,41.93955,-87.65904,Private room,99,2,311,12/17/23,2.86,1,319,31,R17000013387
5933672,Luxurious 2br 2ba Condo RIVER WEST,3965428,Dominic,,Near West Side,41.88668,-87.64266,Entire home/apt,185,360,0,,,50,365,0,
5980645,Sidh  Arya,31050127,Siddharth,,Hermosa,41.93483,-87.74135,Private room,40,10,60,10/8/23,0.56,1,321,4,R23000108438
5981743,Comfortable room in Art Gallery ((:,24676863,William,,West Town,41.90943909,-87.67629242,Private room,119,1,48,1/1/24,0.44,3,246,16,R18000032029
5996942,"Spacious suite near CTA/orange line, McKinley Park",30836055,Ying,,Mckinley Park,41.82983,-87.67544,Entire home/apt,52,3,166,3/17/24,1.74,1,170,25,R19000051601
6014128,Extended Stay Business  2 bedroom 2 Bath Balcony,3965428,Dominic,,Loop,41.87132,-87.63146,Entire home/apt,200,360,1,7/17/15,0.01,50,365,0,City registration pending
6039038,05b. Queen futon in Common Room,2907254,Joseph,,West Ridge,42.01653,-87.68788,Shared room,16,1,179,2/18/24,1.66,12,81,7,R21000075752
6045978,Trendy Roscoe Village 3BD/2B w/fireplace~ Cozy HM2,683529,Joe,,North Center,41.94614,-87.68242,Entire home/apt,188,2,39,3/18/24,0.37,23,362,8,R20000057497
6051322,1BD Suite @ The Guesthouse Hotel(2),24705990,Rick,,Uptown,41.97183,-87.66786,Private room,226,3,6,8/23/22,0.06,8,187,0,2328618
6053269,2BD Suite @The Guesthouse Hotel (2),24705990,Rick,,Uptown,41.97106,-87.66777,Private room,303,3,20,8/1/21,0.19,8,206,0,2328618
6057908,Lakeview Charmer -with parking!,31673,Cathy,,Lake View,41.93886,-87.65391,Entire home/apt,129,2,388,2/19/24,3.61,1,259,50,R21000069919
6065318,"NEW,Roscoe Village,Cubs, Pvt Bath, Pvt Entrance",20374823,Nick,,North Center,41.94815,-87.68459,Private room,64,2,502,3/17/24,4.64,1,249,71,R24000115037
6086065,Cozy 2 Bedroom Garden Apartment,27005011,Doug,,Logan Square,41.92428,-87.69222,Entire home/apt,77,32,82,10/11/22,0.78,1,207,0,R18000033615
6103492,Entire 2 bdrm english garden apt*block 2trains&I94,31669178,Donna,,Portage Park,41.95993,-87.74773,Entire home/apt,80,32,16,6/19/23,0.15,5,204,2,R18000024333
6133986,Cool loft in Fulton Market District / West Loop,4267791,Levar,,Near West Side,41.88796,-87.6445,Entire home/apt,279,32,45,10/24/21,0.42,1,90,0,City registration pending
6153674,Trendy Roscoe Village 3BD/2BA w/Fireplace Cozy VN1,683529,Joe,,North Center,41.94078,-87.68115,Entire home/apt,251,32,40,10/1/23,0.41,23,354,5,2083762
6232258,"Cozy Humbolt Park Apt, Minutes to Downtown Chicago",32336500,Daniel,,Humboldt Park,41.908515,-87.709857,Entire home/apt,40,1,313,10/31/23,2.9,2,351,15,R18000035557
6363328,Cozy studio in amazing location,33154489,Sara,,Lincoln Square,41.96857,-87.69577,Entire home/apt,82,3,231,12/30/23,2.2,1,275,26,R22000079565
6365974,Cute cozy cottage 20 min 2 downtown,31669178,Donna,,Hegewisch,41.65064,-87.54074,Entire home/apt,79,32,43,11/12/23,0.4,5,124,2,R18000024333
6374350,Spacious garden level suite,6700231,Petra,,North Center,41.94812,-87.68333,Private room,79,2,194,3/12/24,1.84,1,177,35,R17000015257
6374890,Bright 1bd in Ukrainian / Humboldt,33221491,Mary,,West Town,41.89972,-87.69722,Entire home/apt,90,32,66,11/26/23,0.62,1,241,4,R21000073024
6378085,"Irving Park comfort,  White Tiger!",33245101,Rosa,,Irving Park,41.95185,-87.70459,Entire home/apt,125,2,90,3/18/24,1.68,2,117,14,R19000051596
6386641,Apartment in Arty Historic West Town Home,214243,Sarah,,West Town,41.89224868,-87.67495972,Entire home/apt,125,2,21,3/18/24,2.36,1,68,21,R23000101353
6423299,The Craftsman Gallery at OHC - No Cleaning Fee!,5228189,Matthew,,West Town,41.8948,-87.65661,Entire home/apt,201,2,336,3/10/24,3.13,21,327,32,2385047
6447131,River North's Finest - Monthly Only,5640784,Dean,,Near North Side,41.8972,-87.63442,Entire home/apt,129,32,192,6/15/22,1.79,2,115,0,R17000013633
6472628,Pilsen Custom Home,33813743,Zandra,,Lower West Side,41.84998,-87.67714,Private room,68,32,51,8/6/23,0.47,1,362,1,R21000073252
6480445,Tree top 2nd floor 3 bedrm Apt,28172807,Sadie Rose And Patrick,,Avondale,41.93395,-87.71078,Entire home/apt,153,2,266,3/3/24,2.8,1,267,41,R19000040422
6488146,Furnished housing KING BED+ POOL/HOT-TUB+SAUNA+GYM,3965428,Dominic,,Loop,41.88581,-87.61744,Entire home/apt,180,90,13,9/30/22,0.12,50,365,0,City registration pending
6504170,West Town Traveler's Lodge,4591141,Moudi,,West Town,41.89867,-87.67012,Entire home/apt,100,3,602,3/9/24,5.61,3,9,34,R21000072599
6515667,2BD/1B Old Town!   Walk to North Ave. Beach & Zoo,683529,Joe,,Lincoln Park,41.91268,-87.63895,Entire home/apt,250,32,87,11/26/23,0.83,23,365,11,2209279
6528643,2bd/2b close to EL-shopping-dining-cafes,683529,Joe,,North Center,41.94342,-87.68121,Entire home/apt,126,32,68,12/4/23,0.69,23,360,9,2209273
6528832,2BD/2BA  2 blks to EL-Lincoln Pk Zoo-walk to beach,683529,Joe,,Lincoln Park,41.91285,-87.63864,Entire home/apt,126,32,85,11/27/23,0.89,23,365,17,2209280
6528867,2BD/2BA 2 blck to EL-Walk to Zoo & Beach,683529,Joe,,Lincoln Park,41.91285,-87.63864,Entire home/apt,260,32,81,12/27/23,0.84,23,357,19,2209281
6528967,Roscoe 3BD/2BA walk to shops/cafes (vn2),683529,Joe,,North Center,41.94078,-87.68115,Entire home/apt,236,32,52,9/17/23,0.55,23,355,8,2209271
6553226,Tea Studio in Wicker Park Spring Factory,2392656,Brett,,West Town,41.90223,-87.67265,Entire home/apt,277,3,211,3/17/24,1.99,2,135,31,R17000015625
6576714,Private BR;Parking by UofC/HydePark,34396037,Kristy,,Woodlawn,41.77555,-87.59546,Private room,66,2,126,10/25/23,1.19,1,348,10,R21000075107
6588681,Logan Square Studio,5212119,Mark,,Logan Square,41.9305,-87.70307,Entire home/apt,81,2,481,3/15/24,4.48,1,250,50,R24000114699
6612044,Private suite in Lincoln Square,11581930,Beatrice,,Lincoln Square,41.97104,-87.69654,Entire home/apt,92,2,356,3/18/24,3.32,1,285,49,R17000015267
6634916,Rooms in Vintage-Style Lincoln Square Condominium,34473759,Kerry,,Lincoln Square,41.97186,-87.69521,Private room,150,3,186,3/19/24,1.8,1,163,25,R20000054147
6644005,Boutique Design Condo with Rooftop Terrace,21924626,Nathan,,Lake View,41.94331,-87.6486,Entire home/apt,428,2,43,9/19/22,0.41,2,33,0,R22000091244
6654182,"1 BD Condo by downtown,park,lake",3574415,Marv,,Near North Side,41.90409,-87.63316,Entire home/apt,84,32,73,10/13/23,0.69,2,246,3,City registration pending
6673071,"RARE FIND Luxury 4BR, 3BTH. Lincoln Park/DePaul",31719241,Susan,,Lincoln Park,41.92909,-87.66318,Entire home/apt,599,180,27,5/24/19,0.25,1,179,0,R17000013560
6686012,2BR Bursting w/ Character in Hip Logan Square!,25505766,Danielle,,Logan Square,41.92445305,-87.70270599,Entire home/apt,111,2,484,3/8/24,4.56,3,276,74,R21000064645
6699565,Welcome to Our Shared Home Room 1W,20449664,John,,Dunning,41.94201,-87.79608,Private room,95,5,5,5/28/23,0.05,3,179,1,R22000090510
6713251,Trendy Roscoe Village 2BD/2BA w/Fireplace Cozy,683529,Joe,,North Center,41.94099,-87.68047,Entire home/apt,212,32,37,11/25/23,0.37,23,356,6,2209269
6716477,"3BD/2BA Perfect 4 Families,walk to shops/cafes",683529,Joe,,North Center,41.94072,-87.68115,Entire home/apt,241,32,56,9/3/23,0.53,23,362,5,2209264
6716705,3BD/2BA (vs2) Perfect 4 Families/walk to shops,683529,Joe,,North Center,41.94072,-87.68115,Entire home/apt,241,32,60,10/14/23,0.58,23,362,10,2209265
6724355,NIce 2 Bedroom Private Condo,32200299,Nate,,Woodlawn,41.78355,-87.61363,Entire home/apt,159,2,126,10/9/23,1.19,5,220,4,R17000015110
6729727,Classic Chicago Greystone Apt. ( Support a Cause),35241159,Oliver,,Uptown,41.97044,-87.65735,Private room,125,32,146,3/14/20,1.37,1,365,0,City registration pending
6732036,Spacious unique artist's home in Pilsen,34217631,Kenneth,,Lower West Side,41.8555,-87.64535,Entire home/apt,140,2,150,3/17/24,1.41,1,65,25,R17000013921
6750168,Hip Homebase 420 ok - 2br apt NO parties,1649647,Bianca,,West Town,41.91306,-87.66797,Entire home/apt,150,32,238,10/15/23,2.25,5,360,2,City registration pending
6757098,Charming Neighborhood 2br Apt!,1649647,Bianca,,West Town,41.8933,-87.67641,Entire home/apt,139,32,232,3/15/24,2.19,5,175,4,City registration pending
6780171,Roscoe Village 2BD/1BA Fireplace E1,683529,Joe,,North Center,41.9435,-87.67674,Entire home/apt,210,32,56,10/8/23,0.56,23,355,6,2083773
6782452,Updated full floor urban retreat private suite,35506107,Eileen,,Edgewater,41.97654,-87.66111,Private room,95,2,395,3/19/24,5.13,1,0,56,R18000036390
6790238,Small Bedroom in Logan Square!,34317953,Carrie,,Logan Square,41.92616,-87.72051,Private room,58,32,26,10/8/18,0.24,1,89,0,City registration pending
6793653,4BD/2BA Suite w/Fireplace (re2) Perfect 4 Families,683529,Joe,,North Center,41.9435,-87.67674,Entire home/apt,265,32,61,3/4/24,0.59,23,343,21,2083774
6853688,2BD/1BA Suite w/Fireplace (hp1) FREE PARKING!!,683529,Joe,,North Center,41.93723,-87.6828,Entire home/apt,100,32,49,11/23/23,0.51,23,353,5,2209274
6853914,4 BD/2 BA Apartment (hp2),683529,Joe,,North Center,41.93723,-87.6828,Entire home/apt,260,32,57,9/20/23,0.57,23,364,11,2209275
6854069,Lincoln Park 1BD/1BA Apt (1f),683529,Joe,,Lincoln Park,41.92751,-87.65011,Entire home/apt,227,32,84,11/25/23,0.85,23,365,8,2209266
6855475,The Blue Butterfly Suite 420 Friendly FreeParking,35342456,Roberto,,Portage Park,41.94062,-87.75709,Private room,78,2,75,1/25/24,0.71,21,264,11,R21000074241
6863046,Lincoln Park 2BD/1BA Fireplace #1r,683529,Joe,,Lincoln Park,41.92751,-87.65011,Entire home/apt,234,32,63,2/4/24,0.61,23,365,12,2209267
6863178,Lincoln Park 4BD/2BA Fireplace (2),683529,Joe,,Lincoln Park,41.92751,-87.65011,Entire home/apt,283,32,100,1/14/24,1.03,23,348,20,2209278
6866384,"Quaint studio apartment in Hyde Park,",35980410,Greg,,Hyde Park,41.78926319,-87.5878627,Entire home/apt,50,32,1,12/17/23,0.3,1,205,1,
6897078,Stylish First Flr. Studio. Best Location Division+Hermitage.,36140345,Melissa,,West Town,41.901756,-87.671387,Entire home/apt,154,3,235,12/29/23,2.25,2,204,30,R21000071696
6945901,Sunny and Funky 2-bedroom in Logan Square,15226289,Anton,,Logan Square,41.91785,-87.71818,Entire home/apt,79,3,17,3/17/24,0.25,1,93,13,R23000101727
6957805,"Teal Room - King Bed, near CTA, 20min to Downtown",22608682,Ryan,,East Garfield Park,41.88302,-87.7096,Private room,41,1,543,3/12/24,5.4,13,312,47,R24000113824
6967492,Logan Square -Green Room,36300208,Maria,,Avondale,41.93465,-87.73009,Private room,35,60,10,12/16/19,0.09,4,227,0,R17000014489
6990105,Great location. Free parking.,33605887,Ewa,,West Town,41.90089,-87.66546,Entire home/apt,98,1,694,3/13/24,8.52,2,21,71,R21000075227
6993421,Spacious Old Town Condo 2 BD/1 BA,22550008,Alex & Annie,,Near North Side,41.90358,-87.63414,Entire home/apt,91,32,116,8/13/23,1.09,1,258,3,City registration pending
6994290,Loft like space in Logan Square,15013308,Christina,,Logan Square,41.9182,-87.69768,Entire home/apt,,32,76,10/14/19,0.74,1,28,0,City registration pending
7022763,Sunny Apartment In Quiet Building,7723412,J,,Lower West Side,41.85469,-87.64912,Entire home/apt,94,32,10,9/24/16,0.09,2,365,0,City registration pending
7025225,Trendy Space Close to WickerPark@Ukrainian Village,29716517,Ronaldo And Carla,,West Town,41.89834,-87.69155,Private room,82,2,269,2/18/24,2.62,2,71,18,R23000108742
7084894,Cute Brownstone in Lakeview,33980307,Erika,,Lake View,41.93595,-87.65148,Private room,76,1,446,2/11/24,4.2,1,166,30,R18000031648
7092080,1 BD Luxury Boutique Apartment,24705990,Rick,,Uptown,41.97146,-87.66882,Hotel room,226,3,44,12/29/22,0.42,8,187,0,2328618
7097488,Sweet Home Chicago 4 Bedroom/2 Bath,34959956,Trevor,,West Town,41.8932,-87.65892,Entire home/apt,228,2,204,10/9/23,1.92,1,299,10,R21000060526
7116810,Accessibility to Midway Airport&Downtown!,192514716,Juan,,West Elsdon,41.78747,-87.71754,Entire home/apt,72,32,40,2/25/23,0.38,1,80,0,R17000020451
7127223,Welcome to Our Shared Home Room 2W,20449664,John,,Dunning,41.94137,-87.7956,Private room,125,5,19,8/12/23,0.19,3,269,2,R22000090510
7176158,"Modern Logan Square Apartment, steps from train!",28183266,Allyson,,Logan Square,41.9236,-87.69717,Entire home/apt,121,1,281,3/18/24,3.01,1,320,39,R18000022772
7239181,"Quiet, artsy, vintage, queer-friendly, Humboldt Pk",36541232,G,,West Town,41.90409,-87.68723,Private room,46,32,81,8/1/22,1.2,2,89,0,R19000045040
7264941,✪ Great Location Luxury Views Business POOL & SPA✪,3965428,Dominic,,Loop,41.88784,-87.61645,Entire home/apt,175,90,14,9/3/22,0.13,50,365,0,City registration pending
7274926,Urban Oasis in the heart of Logan Square,38088944,Amanda,,Logan Square,41.92682721,-87.7084926,Private room,62,1,32,2/19/24,2.27,1,183,29,R22000094595
7319042,Private Bedroom + Bath in Rogers Park Family Home,686562,Patricia,,Rogers Park,42.00414,-87.67272,Private room,62,1,161,10/26/23,1.52,1,0,24,R22000080423
7360731,Spacious 2 bedroom with hot tub,38553561,Drea,,West Ridge,41.98803977,-87.70293608,Private room,136,1,16,3/11/24,1.15,3,126,12,R22000095243
7370245,The Avondale Attic Unit,9959757,Jedidiah,,Irving Park,41.94664,-87.70783,Entire home/apt,68,32,91,12/7/23,0.99,9,0,3,City registration pending
7384649,2BD/2BA Luxury Apartment - Roof Deck Access,24705990,Rick,,Uptown,41.97147,-87.66861,Hotel room,303,3,34,6/4/23,0.32,8,206,1,2328618
7389646,Private Queen Bedroom and En Suite Bath,25759643,Tim,,Lake View,41.95675,-87.66715,Entire home/apt,125,2,199,3/17/24,1.93,3,83,27,R18000034977
